"Simulation_ID","Scenario","Model_Name","RMSE","NRMSE","MAPE","R_Squared","CPU_Time_sec"
9,"Front-Heavy (60:15:15)","SAL-GP",5.96332003892226,0.06507912904646,5.42501172482265,0.949866742240317,6.62999999999965
9,"Back-Heavy (15:15:60)","aLadder",5.06490341362797,0.0552744948639252,6.3679733364029,0.963834703720545,10.8899999999999
9,"Back-Heavy (15:15:60)","mLadder-Ordinal",8.55510844190344,0.0933639319478341,11.3598060903974,0.89681876319208,7.76000000000022
9,"Back-Heavy (15:15:60)","mLadder-Nominal",7.5287355853735,0.0821628809990463,9.54055894398931,0.92009135234135,7.69000000000005
9,"Back-Heavy (15:15:60)","SAL-GP",5.37230567540636,0.0586292488152266,7.45912798063316,0.959311552225279,12.6199999999999
10,"Balanced (30:30:30)","aLadder",4.80184637100545,0.0525456597626148,6.71207258697399,0.967513298342211,9.69000000000005
10,"Balanced (30:30:30)","mLadder-Ordinal",9.92987185226923,0.108660633331851,11.4638998112455,0.861076285988273,8.05999999999995
10,"Balanced (30:30:30)","mLadder-Nominal",10.829786837981,0.118508225903745,13.2018165327032,0.834754776566407,7.53999999999996
10,"Balanced (30:30:30)","SAL-GP",4.41211033995484,0.0482808550807172,6.95821824697443,0.972572777640489,8.72000000000025
10,"Front-Heavy (60:15:15)","aLadder",12.5830064643796,0.13769336321554,20.3435086688539,0.776921386245885,8.69999999999982
10,"Front-Heavy (60:15:15)","mLadder-Ordinal",10.3179983579629,0.112907825294546,10.8109864120856,0.850003886457588,7.89000000000033
10,"Front-Heavy (60:15:15)","mLadder-Nominal",9.52657222738831,0.104247404912187,9.41845356106267,0.872131836822774,7.19999999999982
10,"Front-Heavy (60:15:15)","SAL-GP",5.19684114122798,0.056868009792272,5.05997611858439,0.961948833038179,6.61999999999989
10,"Back-Heavy (15:15:60)","aLadder",4.88539616528881,0.0534599287176065,8.58422538849852,0.966372957561743,10.96
10,"Back-Heavy (15:15:60)","mLadder-Ordinal",14.5241991969998,0.158935453232793,23.8505274184965,0.702783106433038,7.96000000000004
10,"Back-Heavy (15:15:60)","mLadder-Nominal",13.6103245588587,0.148935102931834,23.5157350036581,0.739008681682755,7.82000000000016
10,"Back-Heavy (15:15:60)","SAL-GP",6.3261055989745,0.0692253284972305,11.3082122313977,0.943615209402782,12.6399999999999
